job,salary,company,description,belong,experience,edu,address,address_detail 
运营支持岗,6千-8千,北京金信网银金融信息服务有限公司,岗位职责：1.负责公司云平台的日常运营维护，包括事件处理、故障响应、数据分析部门和技术等部门间工作协调等。2.针对系统当前业务情况，及时提出系统优化方案，快速适应业务需求。3.协助完成系统的后台业务数据上报和统计工作。4.熟悉公司产品和运营思路，做好售后客户反馈对接沟通工作。任职要求：1.统招本科以上学历，一年以上相关工作经验，计算机、互联网、管理等相关专业优先。2.熟练使用Excel、PPT等office办公软件。3.具有较强的沟通能力，能够高效的跨部门沟通跨团队协作。4.具备较强的学习能力和良好的职业素养。,互联网/电子商务 ,1-3年,本科,北京,北京市朝阳区安翔北里甲11号院创业大厦B座17层
上市公司招聘：运营专员,4千-7千,华惠金服信息科技(北京)有限公司,岗位职责：1、负责网站的日常运营工作；2、负责运营数据的统计分析，根据分析结果提出运营优化方案；3、负责与公司内部相关部门沟通，优化业务流程，改善用户体验；4、负责与外部相关合作机构沟通，对接日常业务工作。任职要求：1、本科及以上学历，金融、经济类相关专业者优先，互联网金融行业工作经验者优先；2、沟通协调能力强、文字表达能力强、思维逻辑清晰、对数据敏感、注重细节；3、学习能力及抗压能力强，有团队合作精神。,互联网/电子商务 ,,学历不限,北京,北京市东城区雍和宫航星科技园航星8号楼
运营专员,4千-6千,北京亿威通达科技有限公司,薪酬待遇：1无责任底薪4000+绩效，有保险。2工作时间：早8:30—晚17：30晚17:30—晚00:00（周六、日到晚01：00点）上五休二岗位职责：1负责维护更新网络后台信息。2监控软件后台保证公司软件正常运行。3掌握公司网上平台的操作和信息的发布。4有效沟通了解客户需求，完成公司指定工作额度。任职资格：1具有较好的人际沟通能力、团队协作精神。2熟悉并运用各种办公软件。无专业对接，学习简单，容易小白上手，需要学习能力出众。对工作细心。,互联网/电子商务 ,,,北京,北京市丰台区郭公庄北京方向B座
电商运营经理,9千-1.7万,极装吉住科技(北京)有限公司,"岗位职责：1、负责官网和天猫整体规划、营销、推广、客户关系管理等系统经营性工作；2、熟悉电商平台操作流程和交易规则及关注相关公告发布并作出及时反应对策；3、制定月度销售任务和服务水平提升目标，制定月度店铺推广预算；4、负责策划店铺促销活动方案，执行与配合淘宝官方相关营销活动，带领管理团队完成预期销售目标；5、官网和天猫营销工具研究，优化店铺及商品排名，提出应用方案，提高入店流量，增大点击率和浏览量、转化率任职要求:1、三年以上网店运营经验，一年以上管理层工作经验；2、熟悉天猫后台流程及规划，能独立运营公司的店铺；3、善于网络营销推广管理与策划、促进网店销售方法的运作；4、具备敏锐的市场洞察力,具有很强的沟通、协调能力和团队合作精神，有集体荣誉感，有责任心，好钻研，有工作热情，认同公司企业文化，愿与公司一起长期稳定发展；5、有服饰、电器、装修等电商经验优先。",互联网/电子商务 ,,学历不限,北京,北京市海淀区西三环北洼路4号3层极装吉住
电商拍卖运营,1万-1.5万,北京东方润影文化传媒有限公司,"岗位职责：1、负责店铺所有销售商品的总体运营，商品上下架及促销计划2、负责订单处理，协助物流发货，并对未按时到达的货物物流进行跟踪核查，促成顺利收货；3、客户关系维护工作，在线沟通及接听电话解答顾客咨询，引导用户在网站顺利购买产品，促成交易，达成公司销售目标；4、负责每日营销数据、交易数据、商品管理的把控。优化库存和产品线,完善店铺的操作规范和操作流程,并制定传承性文件；5、对竞争对手的品牌、价位进行研究，提出应对措施，做出可行性分析报告6、根据市场调研及客户反馈，合理调整产品推广策略，如产品品类、产品名称、产品内容介绍、产品价格等。突出商品优势，合理设置标题关键词，便于用户搜索及购买，提高用户访问量以及用户体验7、接待客户在线和电话反馈的售后问题处理及投诉（客服接待工作）；任职资格：1、大专及以上学历，精通电子商务,天猫、淘宝拍卖、拍拍、京东拍卖等B2C网店1-2年运营和销售经验；2、较好的人际沟通能力，组织协调、应变能力，具有强烈的责任心和事业心，为人诚信正直，有超强的耐心，能够以愉悦的态度为客户提供优质服务。3、具备较强的创新与市场分析、营销、推广能力，分析与解决问题的能力。4、有团队合作能力，善于沟通，头脑灵活，有独立思想，工作细致，工作态度端正5、熟悉各电商平台销售规则，有丰富的电商管理和实操经验，有拍卖经验者优先。6、责任心强，较强的专场策划能力，执行能力；善于沟通协调，7、有奢侈品或腕表工作经验者优先",互联网/电子商务 ,1-3年,大专,北京,北京海淀区林业大学北路9号院6号楼
运营主管（支付业）,6千-1.2万,现代金融控股(成都)有限公司北京分公司,岗位职责：1.负责对各项运营目标、运营指标体系、运营制度、运营流程、运营政策的建立和管理；					2.根据公司业务模式、业务发展情况持续对运营系统进行优化、完善；					3.负责运营部门各业务环节的潜在业务风险评估，及服务连续性的管理；					4.负责与渠道销售人员沟通，解决重点商户或重点事项的需求。					任职要求：1.全日制本科及以上学历；2.三年以上互联网及支付行业相关经验，两年以上管理岗位经验，一年以上同岗位工作经验；3.熟悉银行卡收单业务及互联网业务运作流程及监管要求；4.熟悉银行收单及互联网支付业务的运作规律，了解行业竞争现状和未来趋势，有电子商务经验；5.具有较强创新能力，富有进取心和激情，具有较强钻研精神，具备较强的沟通能力、团队合作精神和协调组织能力，工作勤奋，抗压能力强，有较强的责任感。,互联网/电子商务 ,3-5年,本科,北京,"北京市朝阳区朝阳门外大街3号院山水广场11号楼(中国国际能源院内,12号楼后面)"
网站运营专员,6千-8千,北京奇果网络科技有限公司,岗位职责：1、负责公司电视家网站的日常运营和流量转化工作；2、结合行业热点和业务部门需求，制定网络营销策略，创新营销方式，落实并监控各项策略的实施，完成流量结转指标；3、负责网站频道/相关栏目的日常编辑工作，主要包括信息搜集、内容发布、编辑、审校、更新维护；4、敏感扑捉、跟踪、研究行业新闻、热点资讯，及时做好内容选题、专题策划和编辑工作；5、对网站内容、版式、功能进行优化提升，不断提高网站流量和转化率。任职要求：1、大专及以上学历，1-2年网站运营经验，熟悉SEO及网站数据分析工作，做过SEO编辑工作最佳；2、对市场有敏锐的洞察力，熟悉国内互联网及发展趋势，能熟练通过论坛、微博、微信等传播工具与网友互动；3、具备网络营销推广管理与策划，较强的品牌推广及建设能力，良好的项目创意策划能力、活动执行力和控制力，应变能力强；4、善于整合资源，具有良好的跨部门沟通能力和团队协作能力；5、具备较强的学习能力，思维活跃，创新能力强。,互联网/电子商务 ,1-3年,大专,北京,中关村
商务推广专员,6千-8千,北京奇果网络科技有限公司,岗位职责：1.负责APP和网站的线上推广工作2.负责策划推广方案，并对推广效果负责3.维护合作伙伴关系，获取/换取优质推广资源4.推广渠道数据监控和反馈跟踪，对推广数据进行分析，有针对性的调整推广策略5.根据渠道和用户反馈，提出改进需求，提升用户体验任职要求：1.大专及以上学历，专业不限。市场营销等专业优先2.对互联网电视行业及其渠道熟悉或感兴趣，或者熟悉移动互联网行业，熟悉应用商店、推广渠道，对App的推广和运营有自己的认识3.对互联网营销、口碑营销有一定的了解有过智能电视APP，移动APP或者网站推广经验的优先,互联网/电子商务 ,1年以下,大专,北京,中关村
天猫超市运营/渠道主管,1万-1.5万,北京盛扬国际贸易有限公司,岗位职责：1、根据公司现有产品优势、依靠自身谈判能力，进驻天猫超市；2、负责在天猫超市、京东自营等电商渠道上的营销推广相关工作；3、通过各类营销手段对产品排名、流量、转化率等进行不断优化；4、策划线上活动，并协调内部助理、美工共同完成活动方案；5、保持与平台采销密切沟通，争取相应活动资源；6、根据业绩、市场反馈对运营项目进行监控和数据分析，提供合理备货方案，控制库存周转情况。任职要求：1、大专及以上学历，有天猫超市入驻、运营经验。2、有酒水或快消品行业从业经验者优先。3、熟练使用办公软件，要求精通Excel操作；4、对线上促销活动有较强的策划与组织能力；4、具有项目策划和目标管理能力，做事认真负责高效；5、工作耐心细致，具备较强的亲和力、应变能力和文字及语言沟通能力。公司现状：行业：白酒现状：POP店铺春节排名京东白酒TOP5优势：完善的团队，优质的产品，轻松的环境地点：13号线北苑站下车300米即到待遇：底薪+提成（上不封顶）+社保+年终奖工作地址北京市朝阳区北苑东路19号院中国铁建广场5号楼1303,互联网/电子商务 ,3-5年,大专,北京,北京市朝阳区北苑东路19号院中国铁建广场5号楼1303&nbsp;
国际机票运营专员,4千-6千,乐飞天下信息技术(北京)有限公司,岗位职责：1、根据公司现有数据，进行线上机票价格的调价；2、总结每天机票价格浮动数据对一天机票销售量的影响；3、其他一些线上运营工作；任职要求：1、本科以上学历；2、对待工作认真负责，善于沟通；3、理解能力强，对数据敏感；4、对自己的工作有想法、有思想；,互联网/电子商务 ,,本科,北京,北京市朝阳区SOHO现代城A座701室
运营经理 （支付行业）,1万-1.5万,北京和融通支付科技有限公司,一、岗位职责1、根据部门的定位和服务范围，对运营管理类系统进行分析与整理，完善运营流程，并确保其有效性；2、分析业务需求，梳理业务流程、推动完善内部系统业务功能、产品测试验收和上线培训工作；并且搭建和执行业务培训体系，并确保其有效性。3、负责与银行、外部合作伙伴的业务沟通；4、对接推动跨部门、外部合作伙伴疑难问题处理与整理，并形成相应标准文档；5、团队管理，做好人才储备和培养计划，确保部门团结协作。二、任职要求1、本科及以上学历；商务管理、金融、计算机相关专业；2、5年以上银行卡收单运营工作经验，3年以上运营管理工作经验；了解银行卡收单的业务模式及流程；3、具备良好的沟通能力，抗压能力，能够恰当的处理与公司内、客户间不同角色人员的交流，具有较好的稳定性。4、具有团队意识，工作认真，责任心强；5、较强的理解和执行能力，能够在与各岗位、客户接触过程中，沉淀、整理出有价值的运营服务信息。,互联网/电子商务 ,3-5年,本科,北京,北京市海淀区中关村南大街乙12号天作国际大厦B座23层
网站建设/开发学徒 五险一金,4千-6千,深圳市大森网云科技有限公司,岗位要求：1、18-29岁，对计算机有浓厚的兴趣，喜欢互联网工作2、应往届毕业生均可，想转行的也可以，必须有积极向上的心态，公司有资深技术工程师带领操作真实项目3、有良好的沟通能力，做事踏实、悟性高、学习能力强、逻辑思维要活跃福利待遇：1、薪酬=基本工资+绩效奖金+五险一金+餐补+房补；2、每月1次部门员工活动；员工生日会，节日聚餐；3、工作满1年后，即可享受带薪年假、婚假、产假等福利；4、每年会组织员工旅游，增进同事之间的友谊；6、节假日发送员工礼品；上班地址：北京海淀区苏州街55号名商大厦,互联网/电子商务 ,,大专,北京,北京海淀区苏州街55号名商大厦3层
4k起急聘网店美工助理,4.5千-7.5千,北京思瑞博安科技有限公司,任职资格：1.18-30岁之间，中专及以上学历，可接受优秀毕业生、应届毕业生；2.有良好的表达沟通能力、学习能力、接受能力及较好的综合素质；3.工作积极认真，协助设计师做一些简单的修图和排版的工作；4.不限经验，零基础亦可，但要能吃苦，肯动脑，前期跟着有经验的同事慢慢熟悉工作。薪资福利：1、合理优厚的薪金：基本工资+优秀员工激励奖金+节日福利；2、完善的假期组合：带薪年假、带薪病假及法定假期；3、优厚的福利体系：养老保险、医疗保险+补充医疗保险、生育保险、工伤保险及失业保险；4、丰富多彩的员工活动：员工聚餐、节日晚会、旅游活动、优秀员工表彰活动等；5、便利的交通，甲级办公室，舒适的工作环境。,互联网/电子商务 ,,中专,北京,北京市昌平区地铁八号线平西府地铁站旁
游戏软件编程实习生,4千-6千,北京智安利通科技有限公司,"岗位要求：1、年龄18-30岁,大专及以上学历，有无相关经验均可，条件优秀者可放宽学历要求；2、做事认真、有责任心，能够专心跟随工程师在工作中学习技术；3、有意从事游戏软件开发行业，愿意从基层做起，善于学习和总结分析；4、具有明确的人生目标，有良好的工作态度和团队合作精神；福利待遇：1、5天8小时工作制，双休，有工作餐补、房补等补贴；2、按国家规定购买五险一金，国家法定节假日带薪休假；3、公司工作环境优雅、氛围好，同事关系融洽，生日派对、聚餐等活动丰富；4、公司提供大量晋升机会给每一位优秀员工；",互联网/电子商务 ,,大专,北京,北京市昌平区回龙观中国农业大学田园风光综合商业楼
合资公司 理财经理,6千-1.2万,兰德威尔(北京)资产管理有限公司,本公司现有在职交易员过千人，由于公司年初开分公司扩充人员故此增加交易员数量。在我们公司能力大于学历，只要你够努力加细心年薪多少自己说了算！一、薪资待遇：初级交易员：底薪6000+20%提成+双休+奖金+公司福利（月收入8000-12000）中级交易员：底薪12000+20%提成+五险+双休+旅游+奖金+福利（月收入12000-20000）高级交易员：底薪15000+25%提成+五险+双休+旅游+奖金+福利+免费体检（月收入20000-30000）专业级交易员：底薪20000+30%提成+五险+双休+旅游+奖金+福利+免费体检（月收入30000以上）二、晋升空间：1.初级交易员—中级交易员—高级交易员—专业交易员—首席分析师/首席风管师2.交易讲师助理—交易顾问—高级交易顾问—交易经理—交易总监3.培训优秀者可直接晋升成中高级交易员4.对于没有交易经验、却对金融交易职位感趣者，公司提供免费系统性培训，公司专业讲师团队助你走进交易市场，并找到自己的立足点，成为优秀交易员。我们看重的能力要比学历重要许多！三、岗位须知：1、请各位求职者仔细、详细的阅读您投递的职位要求，公司将统一进行审核、通知，谢绝重复投递和未经预约的来访。2、凡应聘成功的人员，公司将统一、全面的给予员工提供为期5天的零基础免费岗前培训，培训时间（09:30--17:00）周六、日休息。3、培训期间补助是（100元/天），并在正式入职后的第一个月薪资里统一发放。（如没有正式入职，补助不予发放）4、正式入职之后交易资金均由公司提供。5、正式入职后也可兼职（工作时间和地点可自由分配，需要自己有上网条件）四、招聘岗位详细描述及要求：初级交易员：1、对金融行业有较强的兴趣，立志成为交易市场内的一员。2、有较强的学习能力、风险控制能力。3、对数字及图形有较强的反应。4、有较强的执行力和责任心。5、学历不限，对金融行业感兴趣，有乐于学习的心态。中级交易员：1、对金融市场交易有一定的认识和操作经验，能够分析市场价格整体趋势。2、有很强的分析能力，擅长并酷爱操盘工作，有意愿成为交易高手。3、对公司资金高度负责，严格执行风险控制，把握时机及时进行交易。4、对市场走势准确判断，对待市场价格变化能够冷静、自信的分析。5、敢于迎接挑战、能独立承受压力、完成公司交赋的业绩。6、学历不限，对金融行业感兴趣，成熟稳重，有乐于学习的心态。高级交易员：1、操作公司大金额账户，有强烈的责任心和风险意识。2、分析市场行情，每日制定交易计划。3、配合培训讲师辅导新员工共同进步。4、较强的理解盘面，合理运用账户资源达到盈利最大化。5、有过金融交易（股票、期货、现货、贵金属、外汇）两年经验以上，双边交易2年经验以上。6、对世界整体金融动向有较强的分析能力，可以较好的分析运用基本面、技术面，对市场价格变化反应快。应聘方式：1、直接投递简历，公司会当天审核，审核通过后会短信通知面试，请保持手机畅通。2、联系预约经理电话：18710137562（牛经理）。人事部咨询微信号：rand-mianshi。注：面试前请提前保存好预约经理电话面试需要填写证明已预约，否则不予接待。联系方式：联系电话：18710137562牛经理公司网址：www.randweir.com公司地址：北京市朝阳区CBD东三环北路安联大厦21层2109-2111号乘车路线：地铁6/10号线呼家楼站，C口或C2口出，步行50米，即到安联大厦写字楼（大厦入口在好世界后身）。公交673、113、运通107、421、650、140、350、402、405、417、特8外等，呼家楼北站下车即到,互联网/电子商务 ,1-3年,大专,北京,北京市朝阳区CBD东三环北路安联大厦21层2109-2111号
诚聘网店美工学徒+转正5k起,4.5千-6.5千,北京智安利通科技有限公司,工作职责：运用ps等基础设计软件协助设计师对网店商品图片、详情页、宣传页进行制定排版，修改等工作岗位要求：1.18-30岁，中专及以上学历，专业不限；2.有意从事美工、设计类工作；3.具有良好的审美能力，会基本的办公软件操作；4.经验不限，可接收转行求职者，前期有工作经验丰富同事带。福利待遇：1、5天8小时工作制，双休，有工作餐补、提供住宿；2、按国家规定购买五险一金，国家法定节假日带薪休假；3、公司工作环境优雅、氛围好，同事关系融洽，生日派对、聚餐等活动丰富；4、公司提供大量晋升机会给每一位优秀员工；,互联网/电子商务 ,,中专,北京,北京市昌平区回龙观田园风光综合商业楼
网店美工学徒/简单易上手,4千-6千,北京思瑞博安科技有限公司,岗位要求：1.18-30岁，大专及以上学历，专业不限；2.有意从事美工、设计类工作，有网店管理或者客服方面经验可优先考虑；3.具有良好的审美能力，会基本的办公软件操作；4.经验不限，可接收转行求职者，前期有工作经验丰富同事带；福利待遇：1、入职即购买五险一金，5天7.5小时制上班时间，周末双休，无需加班；2、提供统一中餐补贴，每餐/12.5，提供住宿；3、享受国家规定的带薪年假及各种节假日；4、为员工提供广阔的职业发展平台与晋升空间，每季度一次内部晋升机会；,互联网/电子商务 ,,中专,北京,北京市昌平区地铁八号线平西府地铁站旁
五险一金电商美工设计实习生,4千-6千,北京智安利通科技有限公司,岗位要求：1、有较好的审美观，懂PS基本操作的优先，应届毕业生优先；2、接收转行、跳槽人士，但要喜欢设计类工作，想长期在设计行业发展；3、18-30周岁（超龄勿扰）有良好的学习能力和审美观；4、专业不限可接受应届生前期有人带。薪资福利待遇：1、一旦公司录用，为员工提供岗前专业带薪技能实训；2、基本工资（4K-7K）+奖金+岗位津贴+丰厚年终奖；3、购买社保，五险一金，15天带薪年假，年终奖；4、每3—6个月加薪一次，完善的培养体系和晋升机制；5、丰富的业余集体活动（下午茶，拓展，旅游，聚餐，年会等）；6、五天七小时制，早上九点到下午六点，中午休息两小时，周末双休；提供长远发展和晋升空间：设计师助理-设计师-高级设计师-主管-经理学习能力强者，不要求学历和经验，可以和团队一起成长！,互联网/电子商务 ,,中专,北京,北京市昌平区回龙观田园风光综合商业楼
京东天猫客服,4千-6千,北京慧盈科技有限公司,岗位职责：1.负责店铺所在平台（京东、天猫、淘宝）售前销售，与顾客沟通，促成交易，使顾客有良好的购物体验；2.通过旺旺或电话与客户沟通售后等问题以及退换货工作的解答；任职要求：1.熟悉天猫或京东后台购物流程，打字速度在50/分钟以上；2.软件能力：OFFICE软件操作熟练，特别是EXCEL操作3.有下定数据分析能力和文字功底优先考虑,互联网/电子商务 ,1-3年,大专,北京,北京市顺义区林河工业开发区顺强路1号
网络客服,4千-6千,北京金隅商贸有限公司,"岗位职责：1、网店日常销售工作，为顾客导购，问题解答；负责解答客户咨询,促使买卖的成交；2、接单、打单查单等处理订单及顾客的售后服务；3、网店销售数据和资料整理。4、与客户在线交流,了解客户需求,妥善处理客户投诉,保证客户满意；5、日常促销活动维护、平台网站页面维护。任职要求：具有网络销售工作经验者优先。熟悉搜索引擎，打字速度快；有良好的网上沟通能力和销售技巧，语言表达要有亲和力。",互联网/电子商务 ,无经验,大专,北京,北京市朝阳区东土城路14号建达大厦19层
急聘美工学徒+转正5k起+双休,4千-6千,北京凌云时速科技有限公司,"任职资格：1.18-30岁之间，中专及以上学历，可接受优秀毕业生、应届毕业生；2.有良好的表达沟通能力、学习能力、接受能力及较好的综合素质；3.工作积极认真，协助设计师做一些简单的修图和排版的工作；4.不限经验，零基础亦可，但要能吃苦，肯动脑，前期跟着有经验的同事慢慢熟悉工作。福利待遇：1、社会保险：五险一金,5天8小时工作制,双休,无需加班，提供住宿2、休息时间：周末双休，法定节假日休息，带薪年假/病假/产假/婚丧假3、生活关怀：提供统一中餐补贴，有节日福利，生日礼物等4、工作地点：办公环境优美，地理位置优越，地铁站口及公交站附近",互联网/电子商务 ,,中专,北京,北京市昌平区回龙观田园风光商业楼（地铁八号线平西府站）
淘宝美工学徒（应届生）,4.5千-5.5千,北京智安利通科技有限公司,职位描述1、网页的、设计、出图、美化等工作；2、网页、网站的设计改版、更新、布局、美化等工作；任职资格：1.18-30岁之间，中专及以上学历，可接受优秀毕业生、应届毕业生；2.有良好的表达沟通能力、学习能力、接受能力及较好的综合素质；3.工作积极认真，协助设计师做一些简单的修图和排版的工作；4.不限经验，零基础亦可，但要能吃苦，肯动脑，前期跟着有经验的同事慢慢熟悉工作。福利待遇：1、具有竞争优势的薪酬制度，基本薪资+项目提成和奖金；2、为员工购买五险一金，让员工无后顾之忧；3、人性化的管理制度、一对一的指定帮助让员工快速融入新环境；4、五天八小时工作制、周末双休、法定节假日正常休息，让员工与家人共享美好生活。,互联网/电子商务 ,,中专,北京,北京市昌平区回龙观田园风光综合商业楼
Java软件开发实习生★零基础★互联网★8K包住,8千-1万,华锐祥博(北京)科技有限公司,"就职方向：JAVA软件开发工程师、软件测试工程师、程序员、WEB前端开发工程师等。岗位职责：1、参与项目需求分析和设计；2、完成软件系统代码的实现，编写代码注释和开发文档；3、辅助进行系统的功能定义,程序设计；4、根据设计文档或需求说明完成代码编写，调试，测试和维护；5、分析并解决软件开发过程中的问题；6、协助测试工程师制定测试计划，定位发现的问题；7、配合项目经理完成相关任务目标；8、具有很强的学习和独立分析能力、工作责任心、良好的沟通能力和团体合作精神。任职资格：1、应、往届计算机、信息、软件、电子技术、自动化、电子商务等相关专业及理工科的专、本科学生，有项目经验者优先。2、对编程感兴趣，有志于在IT行业发展。3、有计算机语言基础，如：JAVA、C语言、C++、C#、.Net、ASP、JSP、PHP、HTML等。4、熟悉J2EE架构，有jsp、J2EE、Java、XML编程经验者优先。精通MVC的架构，熟悉Hibernate、Struts1.2+Struts2、Spring、WebServices（XFire/Axis/CXF至少一种），对Spring安全框架及SpringMVC有研究优先考虑。5、熟练使用SVN、Jsp/Servlet、EXT、JavaScript、AJAX、CSS等优先考虑。6、具有扎实的SQL语句功底，能使用mysql、Oracle等主流数据库，对数据库级优化有一定认识，有处理实时海量数据经验的优先考虑。7、有较强的自学能力和攻克技术难点的能力，有良好的沟通能力、积极主动性、条理性和逻辑思维能力。福利待遇：1、提供免费住宿（正规员工公寓）2、专科月薪6000元起、本科月薪6500元起、年底双薪；年薪8-17万3、周末双休、餐费补贴、通讯补贴、住宿补贴、专业培训、节日福利。4、享受国家规定的保险福利待遇（五险一金、带薪年假、各项补助等）；公司地址：北京市海淀区上地信息产业基地科实大厦A座三层联系人：栗伟莹电话：13341146065",互联网/电子商务 ,,大专,北京,北京市海淀区信息路甲28号科实大厦A座307
高级网络管理员/系统工程师/ Linux运维工程师定岗生,6千-8千,润斯顿中关村软件人才中心,网络系统运维工程师（Linux系统集群方向），2016年最火的职位，没有之一！无论你未来所服务的企业应用什么开发语言或者使用什么技术解决方案，但是它们的操作系统一定使用的是Linux，掌握了该系统运维技术就等于掌握了互联网企业的网络、系统、信息安全等技术的核心。Linux系统比Windows操作系统更安全，掌握windows系统技术，只能做低端的网管，而掌握Linux系统技术的人是互联网行业的高端技术人才。随着linux应用范围的迅速扩大，对linux技术人才的需求空前膨胀，成为一名linux技术人才，无论是职业发展还是薪酬待遇都将获得更为广阔的发展空间。linux技术是进入国企、银行、政府、集团公司的一把金钥匙！一份不用编程，年龄越大、工作时间越长、待遇越高的工作!报名条件：1.专科以上学历，有较强的学习能力。2.本岗位不用编代码，只是安装和应用软件，非常适合爱好IT行业，又不想与枯燥代码打交道者，跨专业性比较强。3、入职前同意在北京中关村软件园参加岗前集中实训3个月。薪资待遇：1、签订正式劳动合同，享受国家规定的保险及福利待遇。2、报到后签订《就业服务双保障协议》，保入职起薪不低于6万元/年以上（往届实训结束，初次入职月薪7000元以上者占比达90%以上）保障工作满一年后，年薪最低不低于10万元。3、享受园区高端人才引进补助政策，实训期间发放3000元现金生活补助，上岗前几乎不用承担任何费用。工作地址：北京中关村软件园网址：http://www.zparkrc.cn全国免费电话：4000500226QQ在线：2522066888微信：13311128253,互联网/电子商务 ,,大专,北京,北京市海淀区东北旺西路8号中关村软件园
办公室技术员/实习生（双休+下午茶）,6千-8千,北京智安利通科技有限公司,岗位要求：1、18-30岁，大专及以上学历应往届毕业生，理工科优先；2、有较强的学习能力，能够在一定时间里掌握相关工作技巧和岗位技能；3、积极主动的工作态度，乐观向上的价值观，强烈的团队合作意识；4、经验不限，对计算机行业有一定认识，致力于长期在游戏开发行业发展。福利待遇：1、5天8小时工作制，双休，有工作餐补、房补等补贴；2、按国家规定购买五险一金，国家法定节假日带薪休假；3、公司工作环境优雅、氛围好，同事关系融洽，生日派对、聚餐等活动丰富；4、公司提供大量晋升机会给每一位优秀员工；,互联网/电子商务 ,,大专,北京,北京市昌平区回龙观田园风光综合商业楼
大三大四实习生高薪就业通道★java带薪实习实训培训,6千-8千,华锐祥博(北京)科技有限公司,"就职方向：JAVA软件开发工程师、软件测试工程师、程序员、WEB前端开发工程师等。岗位职责：1、参与项目需求分析和设计；2、完成软件系统代码的实现，编写代码注释和开发文档；3、辅助进行系统的功能定义,程序设计；4、根据设计文档或需求说明完成代码编写，调试，测试和维护；5、分析并解决软件开发过程中的问题；6、协助测试工程师制定测试计划，定位发现的问题；7、配合项目经理完成相关任务目标；8、具有很强的学习和独立分析能力、工作责任心、良好的沟通能力和团体合作精神。任职资格：1、应、往届计算机、信息、软件、电子技术、自动化、电子商务等相关专业及理工科的专、本科学生，有项目经验者优先。2、对编程感兴趣，有志于在IT行业发展。3、对数据库级优化有一定认识，有处理实时海量数据经验的优先考虑。4、有较强的自学能力和攻克技术难点的能力，有良好的沟通能力、积极主动性、条理性和逻辑思维能力。薪资待遇：入职前4个月公司内部学习，公司免费提供住宿。后期参与商业项目有1000--3000的项目奖金。签定就业保证协议，明确年薪待遇。实训结束项目考核合格后办理正式入职手续，待遇也保证在6.5K-8.5K元。（不低于6500）此职位会有3-4月的公司内部岗前学习，请注意投递！！联系人：栗经理电话：13341146065",互联网/电子商务 ,,大专,北京,北京市海淀区信息路甲28号科实大厦A座307
网站运营专员,6千-8千,北京蜂速购科技有限公司,运营专员职位描述：1、负责网站的运营管理和日常产品信息更换和调整；2、各种网站推广方法的实施及效果跟踪，网站的完善变化等；3、负责客户活动推出后的客户问题收集及处理；4、协助完成搭建运营服务流程，包括数据统计、订单跟踪、物流和财务方面信息对接；5、配合部门经理完成职责范围内的各项工作任务计划制订、执行；任职要求：1、大专以上学历，计算机专业，具有网络运营能力优先；2、2年或以上互联网运营经验；3、普通话标准，语言表达能力强，沟通能力强；4、较强的应变能力、协调能力，能独立处理紧急问题；5、良好的服务意识、耐心和责任心，工作积极主动；6、手机配件销售经验的优先录用。,互联网/电子商务 ,1-3年,大专,北京,朝阳区望京 宏泰东路，绿地中心中国锦12A
运营、电子商务运营专员、网站编辑、推广、网络营销,4千-6千,北京中软荣耀科技有限公司,岗位职责：1、根据行业和公司特点，制定并执行公司网络营销方案和流程，通过网络联盟推广、网站流量推广、网络社区推广、搜索引擎优化及推广、论坛、博客、网络发稿推广、邮件群发、QQ群推广、友情链接交换、网络广告置换等形式，开拓网络营销资源和渠道；2、维护与发展目标网络媒体与网络资源的关系，并建立长期稳定的合作关系；3、定期对网站流量、在线咨询数据进行分析，以及同行业网络信息收集分析，监测品牌的互联网口碑；4、软文营销以及新闻稿类撰写、发布相关工作4、协助相关平台进行方案推广及实际设计等工作；5、负责完成上级领导交办的其他工作。任职要求：1、善于利用多种网络推广手段，熟练掌握BBS、QQ群、博客、软文、贴吧、社区推广、点评网站、问答平台等及其它推广方式;2、具有良好的沟通与协调能力，具备一定的文案功底3、有良好的职业素养、责任心和工作激情，敬业精神及团队精神，擅于沟通。4、学历不限，1年以上网络推广工作经验有限。5、可以接收大学应届毕业生。互联网＋运营其他相关岗位：SEO、SEM、网络营销、网络推广、网络优化、网站优化、网站策划、搜索引擎优化、营销与策划、百度推广、百度竞价、竞价专员、SEM优化师、SEM分析师、网站站内优化、后台维护、网站编辑、媒介优化定岗生、优化专员实习生、网站运营应届生、运营助理培训、新媒体专员岗前实训、新媒体运营带薪实习,互联网/电子商务 ,,学历不限,北京,北京市海淀区中关村软件园广场云基地四层
电商运营助理,3千-6千,北京幸辉国际健康科技有限公司,"岗位职责：1.负责公司电商的运营及管理（包括电商平台的日常运营管理，活动策划，店铺管理等）；2.通过各种网络营销的手段策划活动，提升网站知名度和促进网上销售；3.增强店铺吸引力、提升流量、转化率和用户口碑，促进销售。任职要求：1.计算机或电商相关专业的专科及以上学历，接受应届毕业生；2.有清晰的逻辑思维能力和语言及文字表达能力；3.具有团队精神，性格好，热爱电商。顾全大局，责任心强，团队协作能力强，工作积极主动，热爱电商事业；4.能长期稳定工作,工作中自觉且高效,有团队意识，抗压能力强，并能与公司共同发展。",互联网/电子商务 ,,学历不限,北京,北京海淀区交大东路66号院2号楼钻河中心
